keyword,pc,mo,clk_pc,clk_mo,ctr_pc,ctr_mo,comp,ads,total
9월모의고사,74200.0,472700.0,3.6,43.3,0.02%,0.04%,높음,9.0,546900.0
9모,20500.0,236000.0,3.3,23.0,0.06%,0.04%,높음,3.0,256500.0
수능디데이,18400.0,177700.0,3.7,66.1,0.03%,0.04%,중간,8.0,196100.0
현대자동차채용,38600.0,65000.0,2.9,25.8,0.02%,0.06%,높음,9.0,103600.0
수시원서접수,10400.0,76100.0,2.9,82.6,0.04%,0.14%,높음,10.0,86500.0
수시원서접수기간,9360.0,52200.0,1.6,30.2,0.03%,0.08%,높음,10.0,61560.0
이력서,24200.0,19000.0,161.0,136.2,0.75%,0.8%,높음,10.0,43200.0
평생교육원,7560.0,14800.0,138.8,260.6,2.03%,1.92%,높음,10.0,22360.0
검정고시로대학가기,3060.0,14900.0,3.0,22.6,0.12%,0.18%,높음,10.0,17960.0
대한항공채용,5530.0,11700.0,1.4,26.2,0.03%,0.24%,높음,10.0,17230.0
가천대수시등급,2000.0,14600.0,0.0,0.0,-,-,낮음,0.0,16600.0
영어공부혼자하기,4230.0,11200.0,30.6,304.8,0.81%,2.89%,높음,10.0,15430.0
수능일,4310.0,9750.0,0.1,4.8,0.01%,0.06%,높음,7.0,14060.0
RESUME,3910.0,9880.0,0.0,0.0,-,-,높음,3.0,13790.0
2024년9월모의고사,2040.0,11600.0,0.0,0.3,-,0.01%,높음,3.0,13640.0
우리은행채용,6680.0,6650.0,0.9,1.8,0.03%,0.04%,높음,9.0,13330.0
편입,2190.0,10600.0,17.8,56.6,0.92%,0.61%,높음,10.0,12790.0
STEP,5400.0,7040.0,5.1,38.5,0.11%,0.61%,높음,9.0,12440.0
금융감독원채용,5180.0,6800.0,1.7,8.0,0.05%,0.14%,중간,8.0,11980.0
경북대수시등급,1190.0,10400.0,0.0,0.0,-,-,낮음,0.0,11590.0
진로,1930.0,9310.0,0.2,6.6,0.02%,0.08%,높음,10.0,11240.0
약술형논술,1540.0,8590.0,7.1,67.4,0.52%,0.88%,높음,10.0,10130.0
응급구조학과,1420.0,8690.0,4.9,72.3,0.4%,0.94%,높음,10.0,10110.0
충남대수시등급,1150.0,8740.0,0.0,0.0,-,-,낮음,0.0,9890.0
입시컨설팅,1600.0,8030.0,24.6,237.2,1.63%,3.16%,높음,10.0,9630.0
아모레퍼시픽채용,2950.0,6490.0,1.2,16.0,0.05%,0.28%,높음,10.0,9440.0
국민은행채용,4000.0,5370.0,0.4,2.8,0.03%,0.1%,중간,8.0,9370.0
티웨이항공채용,3380.0,5940.0,1.6,9.6,0.05%,0.17%,높음,9.0,9320.0
과학학원,460.0,8270.0,0.3,13.2,0.08%,0.18%,높음,10.0,8730.0
스피치학원,1500.0,7190.0,18.5,96.2,1.36%,1.48%,높음,10.0,8690.0
스피치,1060.0,6930.0,2.3,33.0,0.24%,0.51%,높음,10.0,7990.0
인하대수시등급,970.0,6990.0,0.0,0.0,-,-,낮음,0.0,7960.0
한국부동산원채용,4170.0,3700.0,0.7,0.0,0.02%,-,높음,3.0,7870.0
오늘의영단어,1510.0,6270.0,0.3,9.8,0.03%,0.17%,높음,10.0,7780.0
의대,1170.0,6590.0,0.0,1.0,-,0.02%,높음,3.0,7760.0
스튜어디스,1000.0,6460.0,1.1,31.6,0.12%,0.54%,높음,10.0,7460.0
과외,1800.0,5620.0,13.1,117.2,0.77%,2.24%,높음,10.0,7420.0
수시,1630.0,5660.0,0.7,6.4,0.06%,0.14%,높음,10.0,7290.0
숭실대수시등급,910.0,6080.0,1.3,21.4,0.17%,0.38%,중간,7.0,6990.0
AI역량검사,3200.0,3650.0,5.3,22.0,0.18%,0.63%,높음,10.0,6850.0
수시컨설팅,1300.0,5510.0,22.2,196.8,1.84%,3.92%,높음,10.0,6810.0
내신계산기,1030.0,5770.0,0.0,0.0,-,-,낮음,0.0,6800.0
학사,2210.0,4580.0,0.3,3.3,0.02%,0.08%,높음,10.0,6790.0
국민대수시등급,890.0,5860.0,0.0,0.0,-,-,낮음,0.0,6750.0
서경대수시등급,720.0,6020.0,0.0,0.0,-,-,낮음,0.0,6740.0
내신4등급대학,930.0,5810.0,1.1,20.6,0.14%,0.4%,높음,10.0,6740.0
철학,1470.0,5140.0,0.0,0.0,-,-,낮음,0.0,6610.0
승무원,930.0,5660.0,2.5,29.0,0.3%,0.56%,높음,10.0,6590.0
사학과,1000.0,5580.0,0.0,2.3,-,0.05%,높음,3.0,6580.0
수시합격예측,1510.0,5000.0,9.1,76.6,0.73%,1.76%,높음,10.0,6510.0
커리큘럼,2210.0,4290.0,0.9,6.3,0.05%,0.17%,높음,7.0,6500.0
성신여대수시등급,640.0,5680.0,0.0,0.0,-,-,낮음,0.0,6320.0
수시접수,1420.0,4740.0,0.0,3.8,-,0.11%,높음,10.0,6160.0
티웨이채용,1760.0,4260.0,1.0,3.1,0.06%,0.08%,높음,7.0,6020.0
아주대수시등급,590.0,5270.0,0.0,0.0,-,-,낮음,0.0,5860.0
취업사이트,3010.0,2540.0,7.7,17.2,0.29%,0.74%,높음,10.0,5550.0
수능등급컷,740.0,4740.0,0.0,1.8,-,0.05%,높음,10.0,5480.0
동국제약채용,2780.0,2650.0,1.4,11.0,0.06%,0.44%,높음,10.0,5430.0
정시원서접수,530.0,4870.0,0.1,3.0,0.03%,0.08%,높음,10.0,5400.0
대학수시원서접수,900.0,4450.0,0.3,5.8,0.05%,0.17%,높음,7.0,5350.0
의사되는과정,480.0,4860.0,0.6,5.7,0.14%,0.13%,높음,10.0,5340.0
한의대,610.0,4720.0,0.3,5.3,0.06%,0.12%,높음,3.0,5330.0
승무원학원,790.0,4520.0,16.2,123.8,2.21%,2.96%,높음,10.0,5310.0
진에어채용,1720.0,3530.0,0.3,3.4,0.02%,0.11%,높음,10.0,5250.0
이력서쓰는법,880.0,3970.0,11.8,127.8,1.45%,3.52%,높음,10.0,4850.0
유아교육과,620.0,4190.0,1.3,25.2,0.24%,0.68%,높음,10.0,4810.0
학교생활기록부,1690.0,2990.0,0.2,5.6,0.02%,0.21%,높음,10.0,4680.0
건국대수시등급,590.0,4010.0,0.0,0.0,-,-,낮음,0.0,4600.0
수리논술,840.0,3660.0,3.1,21.6,0.41%,0.64%,높음,10.0,4500.0
약대,740.0,3730.0,0.3,2.3,0.06%,0.07%,높음,3.0,4470.0
화학공학과,630.0,3790.0,0.1,5.0,0.03%,0.15%,높음,7.0,4420.0
대학원서접수,740.0,3670.0,0.1,2.5,0.02%,0.09%,높음,10.0,4410.0
커뮤니케이션,1070.0,3310.0,1.1,15.4,0.12%,0.51%,높음,10.0,4380.0
현대그린푸드채용,1230.0,3070.0,0.9,0.9,0.08%,0.04%,중간,2.0,4300.0
생기부,1300.0,2960.0,1.1,6.2,0.1%,0.24%,높음,10.0,4260.0
대학입시컨설팅,620.0,3480.0,12.5,141.2,2.09%,4.25%,높음,10.0,4100.0
국립암센터채용,1680.0,2330.0,0.3,2.3,0.03%,0.12%,높음,9.0,4010.0
9월모평,1170.0,2830.0,0.6,0.5,0.1%,0.06%,높음,7.0,4000.0
수시원서,780.0,3210.0,0.2,4.2,0.04%,0.17%,높음,10.0,3990.0
등급계산기,440.0,3380.0,1.3,36.6,0.33%,1.19%,중간,4.0,3820.0
자소서예시,1940.0,1880.0,2.8,9.8,0.16%,0.58%,높음,10.0,3820.0
9월모의평가,1670.0,2140.0,0.1,0.3,0.03%,0.05%,높음,7.0,3810.0
기술보증기금채용,1430.0,2290.0,1.4,15.3,0.11%,0.7%,중간,8.0,3720.0
의예과,500.0,3150.0,0.0,1.0,-,0.04%,높음,3.0,3650.0
대입수시컨설팅,610.0,3030.0,19.9,157.8,3.26%,5.52%,높음,7.0,3640.0
간호학과편입,1060.0,2560.0,2.2,14.3,0.23%,0.62%,높음,10.0,3620.0
대웅제약채용,1560.0,2050.0,0.0,0.0,-,-,중간,2.0,3610.0
내신등급계산기,680.0,2930.0,1.2,15.8,0.18%,0.49%,높음,9.0,3610.0
이화여대수시등급,450.0,3140.0,0.0,0.0,-,-,낮음,0.0,3590.0
면접,970.0,2580.0,0.7,5.0,0.08%,0.22%,높음,10.0,3550.0
전문직,700.0,2850.0,0.1,1.5,0.02%,0.06%,높음,10.0,3550.0
1분자기소개예시,1130.0,2380.0,1.8,40.8,0.18%,1.89%,높음,10.0,3510.0
미디어커뮤니케이션학과,640.0,2860.0,1.0,5.8,0.18%,0.23%,높음,10.0,3500.0
실용음악과,520.0,2970.0,1.3,17.4,0.28%,0.64%,높음,10.0,3490.0
학생부종합전형,620.0,2780.0,0.5,6.8,0.09%,0.28%,높음,10.0,3400.0
국방과학연구소채용,1070.0,2290.0,1.3,7.6,0.14%,0.35%,중간,2.0,3360.0
스터디,570.0,2780.0,0.2,2.3,0.04%,0.09%,높음,10.0,3350.0
전문직종류,530.0,2790.0,0.8,3.7,0.17%,0.15%,중간,5.0,3320.0
의대편입,620.0,2660.0,8.2,38.2,1.46%,1.55%,높음,10.0,3280.0
원서접수,690.0,2560.0,0.3,4.1,0.06%,0.2%,높음,10.0,3250.0
재수학원,650.0,2560.0,2.7,33.4,0.46%,1.45%,높음,10.0,3210.0
생기부컨설팅,560.0,2570.0,8.9,80.4,1.73%,3.32%,높음,10.0,3130.0
초등영어,1050.0,2080.0,5.4,32.4,0.54%,1.68%,높음,10.0,3130.0
입시,810.0,2320.0,0.2,1.8,0.03%,0.09%,높음,10.0,3130.0
토론,830.0,2250.0,0.0,1.8,-,0.09%,높음,10.0,3080.0
광고홍보학과,350.0,2710.0,0.8,7.7,0.26%,0.31%,높음,10.0,3060.0
중앙대수시등급,420.0,2620.0,0.0,0.0,-,-,낮음,0.0,3040.0
수시접수기간,820.0,2160.0,0.2,2.7,0.04%,0.16%,높음,10.0,2980.0
삼성공채,840.0,2120.0,0.1,1.0,0.03%,0.09%,높음,10.0,2960.0
공기업준비,630.0,2320.0,1.0,13.0,0.17%,0.61%,높음,10.0,2950.0
발음,540.0,2350.0,0.0,3.0,-,0.14%,높음,10.0,2890.0
헝가리의대,490.0,2370.0,6.3,18.7,1.39%,0.84%,높음,3.0,2860.0
DI,820.0,1980.0,0.0,4.4,-,0.24%,중간,5.0,2800.0
서울대의대,610.0,2180.0,1.0,3.0,0.19%,0.15%,높음,3.0,2790.0
공무원면접,470.0,2270.0,3.2,16.4,0.7%,0.71%,높음,10.0,2740.0
인문논술학원,270.0,2420.0,3.1,43.6,1.15%,1.94%,높음,10.0,2690.0
경희대편입,530.0,2140.0,0.1,4.0,0.03%,0.22%,높음,10.0,2670.0
GS리테일채용,900.0,1770.0,0.1,3.0,0.02%,0.2%,높음,9.0,2670.0
학점은행제플래너,1590.0,1070.0,6.9,34.0,0.47%,3.42%,높음,10.0,2660.0
2025학년도수능,420.0,2170.0,0.0,0.0,-,-,낮음,0.0,2590.0
지구과학,390.0,2190.0,0.0,2.7,-,0.16%,높음,3.0,2580.0
한양대논술,400.0,2160.0,0.0,0.0,-,-,낮음,0.0,2560.0
자소서첨삭,1110.0,1390.0,25.3,61.0,2.53%,4.86%,높음,10.0,2500.0
의류학과,440.0,2050.0,0.1,4.4,0.03%,0.24%,높음,10.0,2490.0
서울대학교의과대학,1090.0,1380.0,0.1,1.8,0.02%,0.15%,높음,7.0,2470.0
복식호흡,400.0,2060.0,0.4,39.3,0.12%,2.03%,높음,7.0,2460.0
특수교육과,390.0,2050.0,0.9,12.2,0.27%,0.66%,높음,10.0,2440.0
영어영문학과,300.0,2100.0,0.1,4.6,0.04%,0.25%,높음,10.0,2400.0
프리젠테이션,770.0,1630.0,1.1,7.0,0.16%,0.47%,높음,10.0,2400.0
수의학과,340.0,2000.0,0.2,2.3,0.07%,0.13%,높음,10.0,2340.0
돈많이버는직업,380.0,1940.0,0.3,6.9,0.09%,0.38%,높음,10.0,2320.0
홍익대논술,370.0,1940.0,0.0,0.0,-,-,낮음,0.0,2310.0
항공서비스학과,330.0,1960.0,2.2,15.4,0.77%,0.9%,높음,10.0,2290.0
승무원되는법,270.0,1960.0,1.1,19.4,0.47%,1.07%,높음,10.0,2230.0
내신,330.0,1880.0,0.3,0.4,0.11%,0.03%,높음,10.0,2210.0
성우학원,340.0,1860.0,4.9,54.8,1.52%,3.11%,높음,10.0,2200.0
약술형논술학원,220.0,1930.0,11.1,73.6,5.14%,4.24%,높음,10.0,2150.0
면접자기소개예시,800.0,1330.0,0.6,2.5,0.09%,0.21%,높음,10.0,2130.0
약사되는법,250.0,1840.0,0.3,9.1,0.14%,0.53%,높음,9.0,2090.0
대상채용,870.0,1210.0,0.7,1.8,0.09%,0.17%,높음,9.0,2080.0
대학입시,590.0,1410.0,0.1,0.4,0.02%,0.04%,높음,10.0,2000.0
세종대논술,240.0,1740.0,0.0,0.5,-,0.04%,높음,10.0,1980.0
동아대학교수시등급,260.0,1710.0,0.0,0.0,-,-,낮음,0.0,1970.0
대구스피치학원,210.0,1750.0,1.7,15.0,0.85%,0.91%,높음,10.0,1960.0
면접자기소개,650.0,1290.0,0.3,5.3,0.05%,0.45%,높음,10.0,1940.0
성균관대수시등급,260.0,1680.0,0.0,0.0,-,-,낮음,0.0,1940.0
과학전람회,600.0,1320.0,0.0,0.0,-,-,높음,3.0,1920.0
NCS학원,410.0,1450.0,3.2,15.6,0.91%,1.24%,높음,10.0,1860.0
대입면접학원,340.0,1510.0,5.8,59.2,1.91%,4.52%,높음,10.0,1850.0
수시면접학원,330.0,1510.0,5.9,51.0,2.18%,3.99%,높음,10.0,1840.0
4년제대학,320.0,1510.0,0.1,3.8,0.05%,0.3%,높음,9.0,1830.0
대학입시사이트,500.0,1310.0,0.7,8.8,0.16%,0.75%,높음,10.0,1810.0
가천대정시등급,140.0,1650.0,0.0,3.3,-,0.23%,중간,4.0,1790.0
군무원면접,490.0,1290.0,8.0,26.4,1.74%,2.25%,높음,10.0,1780.0
면접예상질문,390.0,1380.0,1.9,16.3,0.52%,1.29%,높음,10.0,1770.0
내신등급,280.0,1490.0,0.0,1.0,-,0.08%,높음,10.0,1770.0
간호학과수시등급,220.0,1550.0,0.3,5.6,0.16%,0.41%,높음,10.0,1770.0
현대엘리베이터채용,650.0,1100.0,0.7,7.3,0.14%,0.78%,중간,6.0,1750.0
수시전형,300.0,1440.0,0.1,2.8,0.04%,0.22%,높음,10.0,1740.0
대학서열,350.0,1380.0,0.0,0.3,-,0.03%,높음,3.0,1730.0
생기부분석,250.0,1470.0,2.4,22.4,1.06%,1.7%,높음,10.0,1720.0
발음연습,320.0,1400.0,0.2,6.4,0.07%,0.48%,높음,10.0,1720.0
수리논술학원,200.0,1510.0,3.4,28.4,1.81%,2%,높음,10.0,1710.0
자기소개,460.0,1230.0,0.2,5.0,0.06%,0.47%,높음,10.0,1690.0
로스쿨순위,310.0,1370.0,1.1,1.5,0.36%,0.12%,중간,6.0,1680.0
대학면접학원,200.0,1460.0,3.5,44.0,1.98%,3.41%,높음,10.0,1660.0
AI면접,640.0,1020.0,4.3,11.2,0.72%,1.16%,높음,10.0,1660.0
정시3등급대학,170.0,1460.0,0.0,1.0,-,0.09%,높음,10.0,1630.0
대구면접학원,200.0,1410.0,1.3,12.0,0.71%,0.87%,높음,10.0,1610.0
웅변학원,150.0,1460.0,0.4,10.6,0.3%,0.83%,높음,10.0,1610.0
1분자기소개,700.0,880.0,0.0,2.0,-,0.24%,높음,10.0,1580.0
자소서컨설팅,510.0,1060.0,12.0,50.4,2.58%,5.28%,높음,10.0,1570.0
인천대편입,390.0,1160.0,0.2,0.5,0.07%,0.05%,높음,10.0,1550.0
청년취업,550.0,980.0,1.3,3.2,0.26%,0.37%,높음,10.0,1530.0
대입,400.0,1120.0,0.0,0.5,-,0.05%,높음,10.0,1520.0
고려대의대,360.0,1150.0,0.0,2.1,-,0.2%,높음,3.0,1510.0
고졸취업,260.0,1230.0,0.5,9.0,0.22%,0.83%,높음,10.0,1490.0
발음교정,220.0,1260.0,1.6,35.6,0.82%,3.09%,높음,10.0,1480.0
입시미술,180.0,1300.0,0.2,9.2,0.12%,0.76%,높음,10.0,1480.0
신입채용,500.0,960.0,0.3,1.5,0.07%,0.19%,높음,10.0,1460.0
수시5등급대학,370.0,1090.0,0.2,6.3,0.07%,0.68%,높음,10.0,1460.0
자기주도학습,530.0,920.0,0.3,2.6,0.07%,0.31%,높음,10.0,1450.0
가천대의대,270.0,1170.0,0.0,0.7,-,0.07%,중간,2.0,1440.0
인공지능학과,340.0,1100.0,0.2,5.2,0.07%,0.51%,높음,10.0,1440.0
의과대학,270.0,1150.0,0.4,1.8,0.19%,0.2%,높음,10.0,1420.0
대입컨설팅,310.0,1080.0,5.5,25.4,1.78%,2.47%,높음,10.0,1390.0
다중지능검사,270.0,1120.0,0.0,4.5,-,0.43%,높음,10.0,1390.0
디지스트자소서,450.0,940.0,0.0,0.0,-,-,낮음,0.0,1390.0
성인스피치학원,200.0,1160.0,3.5,48.2,1.87%,4.61%,높음,10.0,1360.0
입시사이트,290.0,1070.0,0.4,7.7,0.16%,0.81%,높음,10.0,1360.0
면접질문,380.0,970.0,0.0,2.3,-,0.26%,높음,10.0,1350.0
재외국민전형,170.0,1160.0,0.3,4.8,0.21%,0.47%,높음,10.0,1330.0
대학면접준비,190.0,1130.0,0.5,12.0,0.3%,1.18%,높음,10.0,1320.0
말투,380.0,930.0,0.0,0.8,-,0.09%,높음,9.0,1310.0
학생부교과전형,240.0,1060.0,0.0,1.5,-,0.16%,높음,10.0,1300.0
이력서작성법,250.0,1020.0,0.7,12.8,0.31%,1.41%,높음,10.0,1270.0
수능만점,230.0,1010.0,0.0,1.3,-,0.14%,높음,10.0,1240.0
하반기공채,530.0,700.0,0.2,0.8,0.05%,0.13%,높음,10.0,1230.0
아나운서발음연습,140.0,1070.0,0.6,6.5,0.46%,0.66%,높음,10.0,1210.0
수시입시컨설팅,250.0,960.0,5.8,34.8,2.48%,4.07%,높음,10.0,1210.0
방학계획표,270.0,940.0,0.1,1.5,0.03%,0.13%,높음,10.0,1210.0
언어장애,290.0,910.0,0.0,0.8,-,0.09%,높음,10.0,1200.0
수원메가스터디,200.0,1000.0,1.0,111.0,0.81%,16.23%,낮음,1.0,1200.0
정시가나다군,220.0,980.0,0.2,1.8,0.08%,0.21%,중간,6.0,1200.0
대학면접복장,110.0,1080.0,0.9,2.5,0.92%,0.28%,높음,10.0,1190.0
영어면접준비,510.0,680.0,0.2,3.4,0.05%,0.59%,높음,10.0,1190.0
수시모집,430.0,750.0,0.1,0.5,0.03%,0.09%,높음,10.0,1180.0
웅변,140.0,1000.0,0.0,0.8,-,0.09%,높음,10.0,1140.0
육군사관학교면접학원,290.0,840.0,20.1,137.6,6%,15.88%,높음,7.0,1130.0
명지대교과면접,130.0,1000.0,0.0,0.0,-,-,낮음,0.0,1130.0
입시학원,250.0,860.0,4.5,3.0,1.98%,0.38%,높음,10.0,1110.0
영어면접학원,560.0,530.0,0.8,5.0,0.15%,0.97%,높음,10.0,1090.0
발성학원,190.0,880.0,2.1,14.8,1.21%,1.83%,높음,10.0,1070.0
부산입시컨설팅,180.0,880.0,6.8,57.6,3.66%,6.79%,높음,10.0,1060.0
수시지원,230.0,830.0,0.1,1.8,0.06%,0.26%,높음,10.0,1060.0
면접준비,310.0,740.0,0.1,6.8,0.04%,1%,높음,10.0,1050.0
가천대면접,110.0,920.0,0.0,0.0,-,-,낮음,0.0,1030.0
아주대전자공학과,270.0,760.0,0.0,0.0,-,-,중간,1.0,1030.0
PT면접,430.0,600.0,0.2,1.5,0.05%,0.27%,높음,10.0,1030.0
연설,200.0,830.0,0.0,0.0,-,-,중간,2.0,1030.0
대전입시컨설팅,180.0,800.0,1.7,13.2,0.98%,1.74%,높음,10.0,980.0
대학컨설팅,210.0,760.0,0.7,21.4,0.37%,2.96%,높음,10.0,970.0
5등급대학,180.0,780.0,0.0,2.0,-,0.3%,높음,10.0,960.0
공기업취업,380.0,570.0,0.6,2.6,0.19%,0.5%,높음,10.0,950.0
부산스피치학원,210.0,730.0,4.8,17.6,2.55%,2.66%,높음,10.0,940.0
대전승무원학원,160.0,780.0,0.3,13.8,0.2%,1.9%,높음,10.0,940.0
직무수행계획서,600.0,330.0,1.6,6.3,0.29%,1.93%,높음,10.0,930.0
은행취업,200.0,710.0,0.8,3.0,0.41%,0.46%,높음,10.0,910.0
자소서성장과정,520.0,390.0,1.3,2.3,0.28%,0.64%,높음,10.0,910.0
진로상담,210.0,700.0,0.4,3.3,0.2%,0.53%,높음,10.0,910.0
정시4등급대학,130.0,780.0,0.0,0.8,-,0.13%,높음,10.0,910.0
로봇공학과,160.0,740.0,0.9,4.6,0.61%,0.69%,높음,7.0,900.0
인하대수리논술,130.0,770.0,0.0,0.0,-,-,낮음,0.0,900.0
면접후기,270.0,620.0,0.2,0.5,0.08%,0.09%,높음,10.0,890.0
대인관계,280.0,610.0,0.0,0.8,-,0.14%,높음,7.0,890.0
수시원서컨설팅,130.0,740.0,2.9,34.8,2.03%,4.86%,높음,7.0,870.0
모의면접,170.0,690.0,0.9,3.6,0.56%,0.54%,높음,10.0,860.0
4등급대학,190.0,670.0,0.3,1.3,0.17%,0.22%,높음,7.0,860.0
지구과학1,80.0,780.0,0.2,0.3,0.29%,0.05%,높음,10.0,860.0
대구입시컨설팅,130.0,720.0,2.9,21.8,2.55%,3.23%,높음,10.0,850.0
대전면접학원,180.0,670.0,2.1,9.4,1.23%,1.52%,높음,10.0,850.0
야간대학,260.0,590.0,0.3,3.5,0.14%,0.66%,높음,9.0,850.0
말잘하는법,160.0,680.0,0.8,9.0,0.56%,1.47%,높음,10.0,840.0
대학면접,160.0,670.0,1.0,2.2,0.75%,0.38%,높음,10.0,830.0
국제학교준비,80.0,750.0,0.0,0.4,-,0.07%,높음,10.0,830.0
면접컨설팅,210.0,620.0,4.3,23.4,2.17%,4.28%,높음,10.0,830.0
영어면접자기소개,390.0,440.0,0.0,0.0,-,-,높음,3.0,830.0
서울대의과대학,250.0,580.0,0.0,0.0,-,-,높음,3.0,830.0
미래직업,200.0,630.0,0.3,3.8,0.18%,0.72%,높음,10.0,830.0
입시상담,110.0,710.0,1.7,15.8,1.59%,2.34%,높음,10.0,820.0
AI채용,350.0,470.0,0.1,0.5,0.04%,0.12%,높음,10.0,820.0
수시컨설팅추천,180.0,640.0,3.7,35.4,2.05%,5.6%,높음,7.0,820.0
내신등급계산,50.0,760.0,0.0,0.5,-,0.08%,높음,10.0,810.0
서울대미대,80.0,730.0,0.0,1.8,-,0.27%,높음,10.0,810.0
생기부AI,240.0,570.0,1.7,12.5,0.77%,2.33%,높음,7.0,810.0
의대논술,170.0,630.0,0.1,0.8,0.07%,0.14%,높음,10.0,800.0
온라인영어학원,310.0,490.0,0.6,1.6,0.23%,0.38%,높음,10.0,800.0
경기대정시등급,80.0,720.0,0.0,0.0,-,-,낮음,0.0,800.0
군무원면접학원,240.0,550.0,10.9,40.0,4.42%,7.11%,높음,10.0,790.0
홍대승무원학원,180.0,610.0,3.0,15.6,1.8%,2.65%,높음,10.0,790.0
건국대정시등급,70.0,720.0,0.0,0.0,-,-,낮음,0.0,790.0
티제이팜,320.0,460.0,0.0,0.0,-,-,중간,1.0,780.0
객실승무원,120.0,660.0,0.2,1.5,0.18%,0.24%,높음,10.0,780.0
면접질문리스트,370.0,400.0,0.5,1.5,0.14%,0.39%,높음,10.0,770.0
세종대정시등급,50.0,720.0,0.0,0.0,-,-,낮음,0.0,770.0
추석특강,140.0,620.0,1.3,12.5,1.33%,3.01%,높음,7.0,760.0
대기업공채,350.0,410.0,0.1,0.8,0.05%,0.22%,높음,7.0,760.0
공기업채용일정,280.0,480.0,0.5,2.0,0.2%,0.46%,높음,10.0,760.0
수시상담,120.0,640.0,1.3,13.2,1.18%,2.23%,높음,10.0,760.0
입시설명회,210.0,550.0,1.7,1.6,0.87%,0.31%,높음,10.0,760.0
수능국어공부법,80.0,660.0,0.4,0.8,0.53%,0.13%,높음,10.0,740.0
대학합격예측,110.0,630.0,0.6,7.0,0.62%,1.29%,높음,10.0,740.0
자율전공,120.0,620.0,0.0,1.0,-,0.19%,높음,3.0,740.0
국민대학교수시등급,190.0,520.0,0.0,0.0,-,-,낮음,0.0,710.0
국민대정시등급,60.0,640.0,0.0,0.0,-,-,낮음,0.0,700.0
MMI,220.0,470.0,0.2,0.8,0.11%,0.19%,높음,10.0,690.0
건강보험공단요양직,230.0,460.0,0.3,1.0,0.16%,0.24%,높음,3.0,690.0
부산면접학원,140.0,540.0,1.2,10.6,0.99%,2.19%,높음,10.0,680.0
블라인드면접,120.0,560.0,0.0,0.8,-,0.15%,높음,10.0,680.0
입시컨설팅비용,110.0,570.0,0.6,8.0,0.56%,1.48%,높음,10.0,680.0
부산미술학원,360.0,320.0,0.9,3.4,0.27%,1.08%,높음,10.0,680.0
대치동입시컨설팅,160.0,510.0,2.5,18.2,1.61%,3.7%,높음,10.0,670.0
부산대영재원,200.0,460.0,0.0,0.0,-,-,낮음,0.0,660.0
시낭송,120.0,540.0,0.9,8.5,0.79%,1.77%,중간,8.0,660.0
정시일정,130.0,530.0,0.0,0.0,-,-,높음,10.0,660.0
화상면접,160.0,490.0,0.2,1.3,0.15%,0.27%,높음,10.0,650.0
삼육대약대,110.0,540.0,0.0,0.6,-,0.14%,중간,2.0,650.0
티에스이채용,170.0,480.0,0.0,1.1,-,0.24%,높음,3.0,650.0
유아교육학과,110.0,540.0,0.1,2.2,0.1%,0.45%,높음,10.0,650.0
대치동논술,170.0,480.0,0.6,3.8,0.37%,0.84%,높음,10.0,650.0
코세아,220.0,420.0,7.1,14.4,3.76%,3.81%,중간,3.0,640.0
경희대미대,40.0,600.0,0.0,0.8,-,0.14%,높음,7.0,640.0
면접1분자기소개,300.0,330.0,0.0,0.8,-,0.24%,높음,10.0,630.0
직업상담,160.0,470.0,0.2,1.6,0.14%,0.36%,높음,10.0,630.0
공기업전산직,200.0,430.0,0.0,0.3,-,0.06%,높음,10.0,630.0
이디야채용,270.0,360.0,0.0,0.0,-,-,높음,3.0,630.0
수토피아,160.0,470.0,9.8,12.0,6.38%,2.77%,중간,4.0,630.0
호주의대,170.0,440.0,2.3,7.4,1.36%,1.8%,높음,10.0,610.0
부산입시미술학원,250.0,360.0,1.3,7.4,0.56%,2.2%,높음,10.0,610.0
대학교면접복장,70.0,530.0,0.0,3.5,-,0.74%,높음,10.0,600.0
온라인평생교육원,310.0,290.0,5.1,10.4,1.93%,4.02%,높음,10.0,600.0
대구논술학원,90.0,510.0,1.0,12.2,1.1%,2.54%,높음,10.0,600.0
학생부종합,130.0,460.0,0.1,1.3,0.12%,0.31%,높음,7.0,590.0
대학입시박람회,120.0,470.0,0.0,0.3,-,0.07%,높음,3.0,590.0
영어인터뷰,70.0,520.0,0.0,0.3,-,0.05%,높음,7.0,590.0
아침영어,80.0,510.0,0.0,1.0,-,0.25%,높음,10.0,590.0
서울스피치학원,130.0,460.0,0.9,13.2,0.71%,2.72%,높음,10.0,590.0
수시등급,140.0,450.0,0.0,1.0,-,0.25%,높음,10.0,590.0
정시합격예측,90.0,500.0,1.2,12.9,1.65%,3.26%,높음,10.0,590.0
E스포츠학과,140.0,450.0,1.3,6.0,0.99%,1.46%,높음,10.0,590.0
이탈리아의대,130.0,450.0,1.7,7.0,1.39%,1.7%,높음,3.0,580.0
부천대학교수시등급,100.0,480.0,0.0,0.0,-,-,낮음,0.0,580.0
수시지원사이트,160.0,420.0,0.0,1.5,-,0.48%,높음,7.0,580.0
입시면접학원,80.0,490.0,1.9,21.2,2.72%,4.64%,높음,10.0,570.0
면접스터디,140.0,430.0,1.0,6.0,0.72%,1.45%,높음,10.0,570.0
연설문,140.0,430.0,0.0,1.5,-,0.47%,중간,7.0,570.0
